,bromide_E,bromide_ES_root_dipole,bromide_ES_root_electronic_spatial_extent,bromide_dipole,bromide_electronegativity,acid_E,acid_ES_root_dipole,acid_ES_root_electronic_spatial_extent,acid_ES_root_molar_volume,acid_E_thermal_correction,acid_dipole,acid_electronegativity,acid_hardness,acid_homo_energy,acid_lumo_energy,acid_molar_mass,acid_C1_APT_charge,acid_C1_ES_root_Mulliken_charge,acid_C1_ES_root_NPA_Rydberg,acid_C1_ES_root_NPA_charge,acid_C1_ES_root_NPA_core,acid_C1_NMR_anisotropy,acid_C1_NMR_shift,acid_C1_NPA_core,acid_C1_VBur,acid_C2_APT_charge,acid_C2_ES_root_Mulliken_charge,acid_C2_ES_root_NPA_Rydberg,acid_C2_ES_root_NPA_charge,acid_C2_ES_root_NPA_core,acid_C2_Mulliken_charge,acid_C2_NMR_anisotropy,acid_C2_NMR_shift,acid_C2_NPA_Rydberg,acid_C2_NPA_charge,acid_C2_VBur,acid_O1_APT_charge,acid_O1_ES_root_Mulliken_charge,acid_O1_ES_root_NPA_Rydberg,acid_O1_Mulliken_charge,acid_O1_NMR_anisotropy,acid_O1_NMR_shift,acid_O1_NPA_Rydberg,acid_O1_NPA_charge,acid_O1_NPA_core,acid_O1_VBur,acid_O2_APT_charge,acid_O2_ES_root_Mulliken_charge,acid_O2_ES_root_NPA_Rydberg,acid_O2_ES_root_NPA_charge,acid_O2_ES_root_NPA_core,acid_O2_Mulliken_charge,acid_O2_NMR_anisotropy,acid_O2_NMR_shift,acid_O2_NPA_Rydberg,acid_O2_NPA_charge,acid_O2_NPA_core,acid_O2_VBur,yield
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(C)(C)OC(=O)NC1CC2CCCC(C(=O)O)N2C1=O,-3943.8919193168526,6.507721907518023,12911.462626142613,2.946679256258766,0.1463032497799533,-1030.5273528426935,3.5624762295940746,9074.474553668317,2674.3212485315707,0.3865942862904864,3.2194186034136854,0.1293638048139415,0.1285877523202119,-0.2579515571341535,-0.0007760524937295,298.3381999999999,0.201278535518603,0.0224004395086787,0.0291545718108289,-0.1200748951842162,1.9990378232602823,40.21278262374056,148.51606772182885,1.9989898615206876,0.7116691910450851,1.0929013097249252,0.0047240776053184,0.0551097916593918,0.5046386532527426,1.999319808175768,0.1916850367252432,96.81416417304956,24.147317219538067,0.0566954303506216,0.8621567977140213,0.5713544145154711,-0.7045646735555047,-0.234575396782526,0.0134418235164687,-0.2304417744635878,538.2537127918121,-58.87333974419659,0.0108557622524449,-0.6096393281708429,1.9997097525240768,0.433016769818609,-0.7390351451174196,-0.2311861137875983,0.010992085005784,-0.7203844336131968,1.999699281434448,-0.196138679541832,168.76316752596423,155.1706327296098,0.0102785670531524,-0.705609641083873,1.9996798028331284,0.3922412163804785,6.7
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(C)(C)OC(=O)NC1CCC(CC(=O)O)CC1,-3943.8919193168526,6.507721907518023,12911.462626142613,2.946679256258766,0.1463032497799533,-863.2792252994112,1.8918637563850011,8223.21933626673,2102.2062977166484,0.3789971843364129,1.9637427955038151,0.1229331686421012,0.131907504544681,-0.2548406731867822,0.0089743359025798,257.329,-0.052462652075573,0.0601190618308413,0.0180108919234608,-0.491901771644268,1.999079167403828,34.50653431342234,154.29552451557996,1.99903,0.5867781744974181,1.1251865098911182,-0.0005684648308089,0.05040308578378,0.5221205201464287,1.9993748185467977,0.1564716560660663,97.89891366388572,26.539137708006383,0.0560915729036696,0.86404486411429,0.5384784617684749,-0.7277935865805685,-0.0946305674109778,0.0133196271014267,-0.2442187182828223,542.5346585628864,-69.19565476857476,0.0103966266464682,-0.6175469591311581,1.99971,0.4136916286609475,-0.7297590306279614,-0.1935249000377817,0.0107052747297196,-0.6675771602648068,1.99971,-0.2011460493255787,189.5560621287919,143.96512907607033,0.0102911963134918,-0.7083474677572449,1.9996835162608575,0.3758237286731033,15.4
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(C)(C)OC(=O)NCC(Cc1ccccc1)C(=O)O,-3943.8919193168526,6.507721907518023,12911.462626142613,2.946679256258766,0.1463032497799533,-938.1786506746158,1.6061500698087197,7906.51075323345,2470.605337089345,0.3679478670613972,1.6815186954917374,0.1337338656020364,0.1196402064719611,-0.2533740720739976,-0.0140936591300752,279.3352,-0.0980115627648319,-0.2050005263810236,0.016855766130193,-0.3591665445283891,1.9989162697914389,24.144298931114804,150.01029418018476,1.998917474372337,0.732285021924246,1.033115421916899,0.1930761785571234,0.0602793363045476,0.8480770072543565,1.9992702415029795,0.207389894109677,102.2793624237204,23.718430257664973,0.0591956455740532,0.8701664050874446,0.6108599651879467,-0.7011626586040136,-0.2514078613822968,0.0104738654058862,-0.2443777075001485,550.1400441876236,-68.01633567438647,0.0103225221216643,-0.6224319825434015,1.9997030085290648,0.4473851628218006,-0.6841918159000009,-0.2013927705666561,0.0102438535709574,-0.7132195650260622,1.999679980622985,-0.1981001450107364,177.4369222594781,143.58067460436618,0.0101704031877971,-0.7096712161674003,1.999679980622985,0.4405002883469189,4.9
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(C)(C)OC(=O)NCCCCCCC(=O)O,-3943.8919193168526,6.507721907518023,12911.462626142613,2.946679256258766,0.1463032497799533,-825.2312821392973,2.339496350535966,8287.28523676276,2212.769902727429,0.3713785494276232,2.486760250284169,0.1231819035321827,0.1346414941035635,-0.2578233976357463,0.0114595905713807,245.318,-0.0459013833133674,0.0021407327713232,0.014491031012866,-0.4909343910186616,1.9991135692030604,39.05539435387142,160.22239606252367,1.9990639479835517,0.5457418173013371,1.1318741095618856,0.0028118664044949,0.0495904925491916,0.5196551659135883,1.999385868204875,0.1614119234441981,97.29433411606452,25.45941794239439,0.0552447611039041,0.8620206790035754,0.5147884053284393,-0.7268047392283499,-0.0893578743859913,0.0133281132856671,-0.2455488362253104,551.2996718135645,-65.52398132937752,0.0104113955728933,-0.6171141632579757,1.999708888700273,0.3923840600989126,-0.7369693673455796,-0.1924741367971287,0.0106749006542889,-0.6653557516665118,1.9997155795278756,-0.2029432999905788,188.3170916793301,147.1256022624694,0.0102172205002349,-0.7089907115558093,1.9996858777900088,0.3677578630298772,8.5
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(C)(C)OC(=O)NCCCCCCCCCCC(=O)O,-3943.8919193168526,6.507721907518023,12911.462626142613,2.946679256258766,0.1463032497799533,-982.128892577264,2.282020035661158,15517.005758858675,2578.4599740823583,0.491254382955816,2.8189228999210783,0.1231478301062838,0.134938719636908,-0.2580865497431919,0.0117908895306242,301.4252,-0.0426979238958246,0.0068496352368772,0.0146173950568649,-0.4905656291594854,1.99911,33.47058319274104,162.24971714599334,1.9990600000000005,0.5492385395510605,1.1261701249388136,-0.0063678987095762,0.0497628174261403,0.5179427110483964,1.9993879794346796,0.1537574975982088,96.0843604788722,25.753915338188023,0.0555364680349396,0.8601672848654741,0.5276663669340091,-0.72493797278079,-0.0904089219485403,0.0133478688076498,-0.246820731194581,555.7738981842226,-61.93085741122584,0.0103899410033945,-0.6197766874005799,1.9997100000000003,0.4116125176116177,-0.7366671007437403,-0.191777012873276,0.0106598109989478,-0.6636102579352354,1.999710042033444,-0.2017871903085129,190.6716400460273,145.48672618610405,0.010216945958802,-0.7069273470084186,1.9996830613882093,0.3602752888201549,5.1
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(C)(C)OC(=O)N[C@@H](CC(=O)O)Cc1cccc(F)c1,-3943.8919193168526,6.507721907518023,12911.462626142613,2.946679256258766,0.1463032497799533,-1037.2821762048318,2.1898806892753853,7077.61827130279,2376.5801929416343,0.3603777908477902,1.7019092924770869,0.134407215717917,0.1166774421834073,-0.2510846579013244,-0.0177297735345096,297.3257,-0.1099152904137348,0.0164503147504661,0.016594169055558,-0.5596567815998748,1.999017273937276,21.911478673904284,156.56239627816797,1.999017273937276,0.5872527093291604,1.1254340987015892,0.142973349368413,0.0565948021649568,0.8544847359106789,1.9993396198352964,0.1444607495948309,96.67171343580046,26.96577329278463,0.0562412720741143,0.8598272706957981,0.5439263447368012,-0.7387965307468982,-0.2353004778987857,0.0107532867517492,-0.2343221925103145,534.6389231725448,-79.44685648713659,0.0107046071568136,-0.6064644173673363,1.9997085065517608,0.3860892697405264,-0.712494988905463,-0.213981669865889,0.0103307401506163,-0.7229565573786487,1.9996866609666453,-0.2120520913276192,180.69601876974747,144.46453283274678,0.0103410014955459,-0.721235262707077,1.9996866609666453,0.4229516868647426,6.2
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(C)(C)OC(=O)N[C@@H](CC(N)=O)C(=O)O,-3943.8919193168526,6.507721907518023,12911.462626142613,2.946679256258766,0.1463032497799533,-836.7642846615314,3.300630278481288,4681.774776540815,1796.7074338923228,0.2815565600631645,3.191710500274158,0.1198794877955851,0.1339467364153757,-0.2538262242109608,0.0140672486197905,232.23580000000004,0.2904290182124217,-0.0035924794036474,0.0299333733087233,-0.1188703725502108,1.999019621741896,26.19921373917954,145.06506565036602,1.998980121895132,0.6976888337370043,1.0813838744794988,0.0263899196750093,0.0548144595865334,0.514517164140004,1.999349386453749,0.1974842374447093,98.48028388284806,23.56476260212006,0.0591467670851129,0.8600950138884905,0.5862770123766222,-0.7670706565322568,-0.1934883808065718,0.0132852851531159,-0.2467094766666412,530.7911451646802,-45.409252473390055,0.0104054432950487,-0.627849774856364,1.999709985577265,0.4199982238809431,-0.672204843159105,-0.2079149075788847,0.0105939921823242,-0.7019969723183814,1.9996898287084304,-0.1753030320845198,159.73168786221478,146.34319855330014,0.0101150220092082,-0.6934040781719277,1.9996699926707355,0.4303215831891429,6.8
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(C)(C)OC(=O)N[C@@H](CCC(N)=O)C(=O)O,-3943.8919193168526,6.507721907518023,12911.462626142613,2.946679256258766,0.1463032497799533,-875.9830144311221,1.699060801136446,6027.496026381309,2138.671353232539,0.3114094845874043,3.5537180668876025,0.1257561543807263,0.1342818879621931,-0.2600380423429194,0.0085257335814668,246.2626,0.2966582821639841,0.0293273371502556,0.0264575163346192,-0.1174208127203015,1.998996673389875,22.14954780138973,140.51428184375362,1.9989712869753,0.694634704324341,1.0335934276072818,0.0755987509221336,0.0559492237525264,0.6186838496541589,1.9993274670133176,0.195940040885622,100.82186097123952,24.18234401392086,0.0592763415329338,0.8609353374021682,0.6130226805234591,-0.7295429526822773,-0.1971046160803524,0.012917881755862,-0.2508299605412998,533.5463991525689,-54.04228675931769,0.0107236195199356,-0.6219311263364564,1.9997081677209685,0.4485688827235756,-0.6734584642439013,-0.2048426562555418,0.010762042581305,-0.699047575259985,1.999689344342273,-0.1896616935608624,163.61105696678294,148.4047153156884,0.0104309615583657,-0.7020295647598138,1.9996691168660448,0.4522659883314819,5.6
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(C)(C)OC(=O)N[C@@H](Cc1ccc(OC(C)(C)C)cc1)C(=O)O,-3943.8919193168526,6.507721907518023,12911.462626142613,2.946679256258766,0.1463032497799533,-1130.950919502221,1.8579109746375508,13759.97955916344,3017.2148395951453,0.4598756855995224,2.2973687890430727,0.1210608566207808,0.1118775842257992,-0.2329384408465801,-0.0091832723949816,337.415,0.2836588788145738,-0.0068019458772566,0.0242332995790565,-0.1313944280782871,1.998961593875884,25.73930532241044,136.6769328851961,1.9989695274936343,0.7025014626347341,1.1387423212086307,0.1827846343696506,0.0564971912520578,0.8480655762941237,1.999280594872563,0.1925796278016459,98.64807124100118,24.7412416926749,0.0564325797717011,0.8657514331416133,0.5581721531536844,-0.7710202078727622,-0.2562375039548716,0.0107766916385108,-0.2486588000628304,524.7871800246733,-42.51644632779587,0.010648024145234,-0.6228340848271334,1.999709737015981,0.3922573636567352,-0.6784353875523932,-0.1752057139983942,0.0106445207647553,-0.6938515635537501,1.999670537393651,-0.1715304359010851,153.71232605309547,150.66259576985323,0.0105117994212598,-0.6903434113952521,1.999670515764556,0.4465710154105492,3.7
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(C)(C)OC(=O)N[C@@H](Cc1cccc(Cl)c1)C(=O)O,-3943.8919193168526,6.507721907518023,12911.462626142613,2.946679256258766,0.1463032497799533,-1358.4790102138315,1.6845472355762912,6502.846473435309,2343.530810805013,0.3293265221499101,2.0571077951697188,0.1404187594015856,0.114824211515861,-0.2552429709174467,-0.0255945478857245,299.7535,0.2590808617523647,0.0143176785477765,0.0235654131907052,-0.129965258803056,1.9989596502724936,29.731775127209485,139.83656933450547,1.9989683466891055,0.6988594564283085,1.0789914313203144,0.1808541152638535,0.0576422831761912,0.8551422757403045,1.999290338284587,0.1882647198592233,98.95345072792522,25.949542951778824,0.0569092114237813,0.8637675255542379,0.5795925849628317,-0.7011013134610337,-0.238360919278921,0.0106789507706557,-0.2349982736380353,565.3514215997661,-61.3090161652482,0.0106416176259332,-0.610165338341742,1.9997099885570808,0.4178833948072835,-0.7107362744095204,-0.1918173948806024,0.0102412999333993,-0.7046923261770028,1.9996708380983663,-0.1907012728061231,165.56043155302683,154.24106558923,0.0102116025456513,-0.7035105907385966,1.9996795345149785,0.4252295033162668,6.0
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(C)(C)OC(=O)N[C@@H](Cc1cccnc1)C(=O)O,-3943.8919193168526,6.507721907518023,12911.462626142613,2.946679256258766,0.1463032497799533,-914.9776215029036,1.4839064617822602,5587.695886768365,2233.37724270335,0.3256147633569436,1.9316970322735776,0.1439817681120553,0.1154343252195685,-0.2594160933316239,-0.0285474428924868,266.2962,0.2627513058947054,0.0183162601765198,0.0233294733477262,-0.1274490020015975,1.9989688916600967,29.8437245756586,139.8339209687779,1.9989777833201927,0.6971833930217065,1.0799125588111882,0.1755231715051518,0.0582310125380577,0.8583913686409841,1.9992894375093315,0.1896836975382325,98.409869761205,26.09755089796011,0.0569115811962408,0.8640509103969246,0.5786818297068856,-0.7017783556658926,-0.2380479829417554,0.0106462246404062,-0.2350748604257646,564.1080380322712,-60.01191879625242,0.0106622033372773,-0.6102065809915364,1.999709970315238,0.4150056111518293,-0.7106686199622414,-0.1914261296761512,0.0102512292868366,-0.7047972830238081,1.999671098810964,-0.1892264144335653,163.01091029700962,155.14557250019615,0.0102331707397196,-0.7021246626978492,1.999671098810964,0.4247791065775036,9.8
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(C)(C)OC(=O)N[C@@H](Cc1cccs1)C(=O)O,-3943.8919193168526,6.507721907518023,12911.462626142613,2.946679256258766,0.1463032497799533,-1219.7898793655263,5.3185698185239545,5831.371064931705,2223.0403199682773,0.3033155538357291,2.480591166998371,0.1319355551157543,0.1118265689672557,-0.24376212408301,-0.0201089861484986,271.3306,0.2597233485580041,-0.015841903361171,0.0274778937125441,-0.1277274900814451,1.9989726847288765,28.07173377917819,138.83860447391015,1.9989674629342384,0.6971779133639113,1.0455664720401348,0.0929013380361193,0.0622621943913132,0.6845384958594607,1.9993134837195576,0.1980891890239029,97.56557393429664,26.70961707298849,0.0585782470784265,0.8564317398259251,0.5875101604691819,-0.7098199568925622,-0.2926395416868848,0.0124358334283722,-0.2300285196208427,558.1743034954167,-57.22523618016004,0.0107429180697253,-0.6080442774747978,1.999707100765287,0.4232557461477495,-0.6831623640746907,-0.2322148130174869,0.0104286476425354,-0.7406416328597978,1.999680024359512,-0.196867452383107,161.31865675993467,146.87674105955688,0.0101981379229948,-0.7077922090904525,1.9996728992347133,0.4309355512003092,3.0
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(C)(C)OC(=O)N[C@@H](Cc1ccncc1)C(=O)O,-3943.8919193168526,6.507721907518023,12911.462626142613,2.946679256258766,0.1463032497799533,-914.9777543013488,1.8180555176430429,5571.497107204056,2117.939407091585,0.3256288312164179,1.454723648038678,0.1451135009962829,0.1152850203527361,-0.2603985213490191,-0.0298284806435468,266.2962,0.2807371394747779,0.0213663094627057,0.0234550783384574,-0.1339173744950608,1.9989699592280947,29.88842108690488,139.77714114475785,1.9989799569732545,0.6967808470552475,1.0727888918484492,0.1832064863312037,0.0570316438579798,0.8614182903189312,1.9992915118939736,0.1895036076704379,98.49455075329932,26.12766415641923,0.0569687953909299,0.8634961244352161,0.5841583496605237,-0.6965809547202647,-0.2425637871122081,0.0106452516947193,-0.2334676616325217,566.9665540471028,-62.15493669948419,0.0106444465629751,-0.6087555951163729,1.99971,0.4186511986645436,-0.7092100914172731,-0.1919869542023233,0.0102330158223753,-0.7048321767954915,1.9996700407719048,-0.1901922126519705,164.7619935374507,155.03322105750792,0.010220512271778,-0.7030787605101783,1.9996700407719048,0.4272208431508701,7.4
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(C)(C)OC(=O)N[C@@H](Cc1cn(Cc2ccccc2)cn1)C(=O)O,-3943.8919193168526,6.507721907518023,12911.462626142613,2.946679256258766,0.1463032497799533,-1162.811649874801,10.395347088623907,12279.172108058052,2946.5435258926723,0.4237434148137841,6.902860900175306,0.1290265928996129,0.1090257196561995,-0.2380523125558124,-0.0200008732434133,345.39739999999995,0.2823467176394247,-0.0482496859536592,0.0249722946213011,-0.137844536554294,1.9989801294191245,17.61533857693892,141.96458773022636,1.9989801249999803,0.6940104047822724,1.039675626232777,0.2177177829691536,0.0575979857736544,0.8545755372036977,1.999319441504212,0.2105353542431029,101.14275635407428,22.565236423242368,0.0579635744190651,0.8643252031435822,0.595186909086729,-0.7903023921852094,-0.2264468678265447,0.010478919888966,-0.2529015598741934,533.031292540139,-47.37890316369106,0.010350192858577,-0.6356055465360619,1.999709684669667,0.4761550235837629,-0.6387375926427447,-0.1632634024752583,0.0101764584744386,-0.6838664602021772,1.9996700426390035,-0.1673757886656163,167.98870747854906,139.92882166122348,0.010156759717218,-0.6902325718379709,1.999670025656067,0.43156769669254,0.0
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(C)(C)OC(=O)N[C@@H]1[C@H]2CC[C@H](C2)[C@@H]1C(=O)O,-3943.8919193168526,6.507721907518023,12911.462626142613,2.946679256258766,0.1463032497799533,-862.0987896828324,6.4890551480063206,5464.705648352693,2261.405309967454,0.3561314838892246,2.431609532388856,0.126809125835752,0.1255546947329494,-0.2523638205687015,-0.0012544311028025,255.3132,-0.1525501046210688,-0.0429953182745776,0.0266032012785112,-0.3427636855624358,1.9989694326937355,24.067010707242734,144.39895263480747,1.998909432693735,0.7335042943359277,1.1247849856086392,0.0012652160884234,0.0576374330985116,0.5069561384337257,1.999274874234954,0.225264198627569,106.06773486083333,22.31653932401337,0.0590287932718514,0.8802739796810944,0.6029279188033727,-0.7516855548954693,-0.3645107435473952,0.0118885069289195,-0.2681785794299837,511.1932577412622,-48.97126191029452,0.0101869341160963,-0.6431884811994099,1.9997,0.4859554048234437,-0.7025534231824933,-0.2383623097695342,0.0109617947656042,-0.73728920631132,1.9996933999153048,-0.1815170752684394,185.55862542358227,137.795951735919,0.0101553876377865,-0.6917208209953691,1.9996706538094016,0.3929789864548838,1.0
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(C)(C)OC(=O)N[C@H](CO)C(=O)O,-3943.8919193168526,6.507721907518023,12911.462626142613,2.946679256258766,0.1463032497799533,-743.4319219086831,2.588201124615165,3515.77362907454,1781.5333799053435,0.2573749173573465,1.204525873433489,0.134787216543553,0.1333228621013687,-0.2681100786449217,-0.0014643544421842,205.21020000000004,0.2225982267236374,-0.0712452167770896,0.0263819641338116,-0.1501204689315678,1.999017669433172,18.196392861101227,139.53039849982824,1.9989813855260068,0.6726137428705043,1.057462258272608,0.025111069989148,0.0566041135678973,0.4977813079277036,1.9993262220539416,0.1996327451523597,105.53471831832772,21.072957787874955,0.0610639443088407,0.8556425445305549,0.5938817245086271,-0.7330200282472045,-0.2393287988941495,0.013569612123806,-0.2664962841147834,520.8468902628981,-38.44438653597496,0.0108274479242182,-0.6360001821060328,1.999702819908602,0.4390961596907414,-0.6843368300039597,-0.2132514399143127,0.0109479052492474,-0.705254111597066,1.999684720879668,-0.1778286686578743,167.2003734472659,144.7280140779083,0.0104059439141458,-0.6904733899158507,1.9996661098307449,0.4089614490863694,3.0
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(C)(C)OC(=O)N[C@H](Cc1cn(C=O)c2ccccc12)C(=O)O,-3943.8919193168526,6.507721907518023,12911.462626142613,2.946679256258766,0.1463032497799533,-1143.455087086769,4.61533177681365,7798.588306365053,2665.251125245065,0.3809128196326305,1.3370007203198973,0.1372957944056029,0.0945309369821086,-0.2318267313877115,-0.0427648574234942,332.3554,0.197699668102691,-0.0355374044406804,0.0235553869482251,-0.1351396986815337,1.998968835717472,33.21403445094191,141.56753899282765,1.9989688639441237,0.7086124910548387,1.177419004242077,0.2107760161472221,0.0564404824618052,0.8598615581836135,1.9992988474501665,0.2094855440934059,93.28825370705204,26.60069724970599,0.0562952117349837,0.8619502691641712,0.5411718594229055,-0.7674537958763348,-0.2287443304439173,0.0107333618441563,-0.2307285336262279,543.2681808853961,-54.54387185578374,0.0107062672575336,-0.6085114097187988,1.99970999705441,0.3907661289989286,-0.7324637205547979,-0.1936512316162001,0.0100666665136651,-0.7053911701104986,1.9996799851572595,-0.1947503442547996,163.50467899201996,148.77933984284311,0.0100525511906139,-0.7064180620982726,1.9996799881028493,0.3950598085381017,5.9
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(C)(C)OC(=O)N[C@H]1CCCCN(CC(=O)O)C1=O,-3943.8919193168526,6.507721907518023,12911.462626142613,2.946679256258766,0.1463032497799533,-992.4687879615342,3.2847627231182845,6848.288480000753,2295.9302782825694,0.3794741849072647,3.805271340165034,0.1296656007131535,0.1263521021718068,-0.2560177028849603,-0.0033134985413466,286.3272,0.1907512322698011,0.060536462014746,0.0223449043096487,-0.3245845008035196,1.9991024153690924,48.29881364874807,142.64844931609483,1.999092415369092,0.5877454279274723,1.1267881716122583,0.1596844640244359,0.0551379085538725,0.8442641169282556,1.99938,0.1668165835103024,94.80436868066695,25.36966744547218,0.0543437243502279,0.8608044709352644,0.5556995899042267,-0.7425857548796443,-0.2472913065078078,0.0108323787766733,-0.2486686836466883,538.7296810614491,-49.90644268520117,0.0105987598157554,-0.6283089108016044,1.9997022530114,0.472653144232983,-0.7614983527604138,-0.1910750626255023,0.0104447057816763,-0.7014231005026663,1.999673119821304,-0.1895680926630493,168.75703680901137,154.61270922727306,0.0101785289906045,-0.6973021496097283,1.999673119821304,0.3568668108374589,24.7
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(C)(C)OC(=O)N[C@H]1CCCC[C@H]1C(=O)O,-3943.8919193168526,6.507721907518023,12911.462626142613,2.946679256258766,0.1463032497799533,-824.0683748655256,2.5009405485707488,5247.483271713316,2169.725710554952,0.3492966139472667,1.655046708778918,0.1274244768209689,0.1278345810251504,-0.2552590578461194,0.0004101042041815,243.3022,-0.11055683135816,-0.1130750862607615,0.0213967419988098,-0.3150109974436073,1.998974176558068,20.69269576747666,150.94801925270076,1.9989007759801052,0.7360010612288805,1.0544685252892536,0.0228815077297803,0.0557829021178448,0.5111206209460252,1.999299552956756,0.2082143608460167,101.48606654100264,23.224224764791348,0.0593738464784039,0.8704617216108209,0.6089139294593403,-0.7190701593103032,-0.2066375123952256,0.0132816400534943,-0.249758299001642,540.516540989601,-66.09218448894626,0.0102182167788435,-0.6301941084979535,1.9997029122235417,0.4611336383806211,-0.6903862853542373,-0.2180613678422327,0.0108342383647704,-0.7031814723133906,1.9997021362935588,-0.195628652377622,182.6435163131476,142.56993445407645,0.0101340997209179,-0.7065466886726993,1.9996802553963835,0.419415430207476,3.4
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(C)(C)OC(=O)N[C@H]1CCC[C@@H](C(=O)O)C1,-3943.8919193168526,6.507721907518023,12911.462626142613,2.946679256258766,0.1463032497799533,-824.0645396975336,2.11591525922566,6635.220443776464,2123.7788503544834,0.3490419060785365,1.6123146505853505,0.1249051897275137,0.1339869574357673,-0.2588921471632811,0.0090817677082536,243.3022,-0.0555749433359656,-0.158198437223992,0.0194792415944786,-0.3083097434790575,1.9989800442395715,28.93709867030076,152.32834745823794,1.9989300003142163,0.6898797590768879,1.1211853720596308,0.0596541611232025,0.0533696483287657,0.5210403488317298,1.9992900143576084,0.2187645385700796,98.13341917264384,23.850889262514457,0.05817726699862,0.8755126997588133,0.5436565663684335,-0.7305675187961806,-0.0977089963190419,0.0131438105831986,-0.2344479398333178,553.653184520334,-62.15259716186397,0.010378609936162,-0.6117904872125272,1.9997099707135964,0.3963692552532168,-0.7139752167632729,-0.1956458618228377,0.0105184039353203,-0.673418348613144,1.9997099707220969,-0.2011257565379185,180.52055738062717,150.11048537156006,0.0101076155229812,-0.7098953474595016,1.9996808062271807,0.3913686327100897,18.1
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(C)(C)OC(=O)N[C@H]1CCC[C@H]1C(=O)O,-3943.8919193168526,6.507721907518023,12911.462626142613,2.946679256258766,0.1463032497799533,-784.8325084784043,5.253147690600483,4782.254289561617,1764.5409315437928,0.3190010076636015,2.1519958411083584,0.1292743076835698,0.1263027259079631,-0.255577033591533,-0.0029715817756066,229.2754,-0.1175634467589278,-0.1353874543057802,0.0228434661741049,-0.3167025012631372,1.9989641768057167,25.386172009306325,146.97253684164846,1.998895790502207,0.6931470418619933,1.086065042578645,0.0033116291304624,0.0580576217491957,0.4969896143137197,1.9992945086612968,0.217819225223047,104.40809109031277,22.46950951919646,0.0597338595087345,0.8697479674094853,0.5867226497191107,-0.7256581272875134,-0.3098978911431497,0.0126901141921541,-0.2556050941956631,534.4402783506011,-60.00184770856975,0.0103132526390125,-0.632604199117612,1.999709164953772,0.457926135696917,-0.7036882796028321,-0.239648340432576,0.0110419426361714,-0.7307695492326116,1.999701906811675,-0.1921124383176632,181.6378604704164,142.98217218369095,0.0103051848556144,-0.6997911037483151,1.9996727418579023,0.3896824302423731,7.2
